examiner,text
Examiner 13,"orthodontic digital bracket for using digital library and method of manufacturing the same. a method of manufacturing an orthodontic digital bracket using a digital library, including: loading an oral scan image and extracting one virtual orthodontic template corresponding to each of tooth images that are virtually adjusted according to a preset consecutive tooth arrangement structure from a digital library; aligning and disposing each of virtual brackets and a virtual wire of the extracted virtual orthodontic template corresponding to the consecutive tooth arrangement structure of each of the tooth images that are virtually adjusted; and designing each of digital brackets configured to include a jig portion assembled with a top of each of the virtual brackets to surround a top of each of the tooth images, and a grip protrusion portion configured to protrude from a top end of the jig portion while being integrated therewith, and three-dimensionally printing each of the digital brackets based on design data.."
Examiner 13,differential vibration of dental plate. an improved vibrating dental plate that allows differential vibration of one or more teeth to assist in orthodontic remodeling is provided..
Examiner 13,"fluid controller. a fluid conditioning system is adapted to condition the fluid used in medical and dental cutting, irrigating, evacuating, cleaning, and drilling operations. the fluid may be conditioned by adding flavors, antiseptics and/or tooth whitening agents such as peroxide, medications, and pigments. in addition to the direct benefits obtained from introduction of these agents, the laser cutting properties may be varied from the selective introduction of the various agents.."
Examiner 13,"dental attachment assembly cap and method of use. a dental attachment assembly and method anchors a dental appliance with an implant and has an abutment member attached to the implant, a retention member in releasable snap engagement with the abutment member, and a cap secured in a recess of the dental appliance and in releasable swivel engagement with the retention member to position and secure the dental appliance onto the implant. the cap includes a cavity with a rounded, concave inner surface which engages with the retention member, an interior top surface of the cavity with a concave recess extending radially along an outer periphery of the interior top surface of the cavity to allow for rotation of the retention member within the cap. a central portion of the interior top surface of the cavity surrounded by the concave recess therefore protrudes vertically into the cavity to minimize vertical displacement of the retention member as it rotates.."
Examiner 14,"ion storage compound of cathode material and method for preparing the same. an ion storage compound of cathode material and method for preparing the same are disclosed. the method for preparing the ion storage compound comprises steps of providing a first reactant having a formula of a3xm12y(po4)3, providing a second reactant being at least one compound selected from the group consisting of sic, bn and metal oxide having a formula of m2aob, and reacting the first reactant with the second reactant to form the ion storage compound. a is at least one element selected from the group consisting of groups ia, iia and iiia; each of m1 and m2 is at least one element selected from the group consisting of groups iia, iiia, iva and va and transition metal elements, respectively; and 0<x?1.2, 1.2?y?1.8, 0<a?7, and 0<b?6.."
Examiner 14,"soluble and solubilizing, free-flowing, solid fertilizer compositions, and the preparation thereof. a solid free-flowing particulate fertilizer composition is provided, as well as a method of manufacturing same. the composition has low tendency to caking, is easy for storage and manipulation, dissolves rapidly and completely in water, and can be used directly as a fertilizer or serves in the preparation of concentrated aqueous fertilizer compositions comprising otherwise scarcely soluble nutrients.."
Examiner 14,"method of synthesizing zirconium phosphate particles. zirconium phosphate particles are synthesized by providing a solution of zirconium oxychloride in an aqueous solvent, adding at least one oxygen-containing additive to the solution, the oxygen-containing additive being selected to form a complex with zirconium ions in the solution of zirconium oxychloride and thereby reduce hydration of the zirconium ions, and combining this solution with phosphoric acid or a phosphoric acid salt to obtain zirconium phosphate particles by sol gel precipitation.."
Examiner 14,"composition for inhibiting urease and nitrification. the subject matter of the present invention is a composition for inhibiting urease and nitrification, which may be in liquid or solid form and which comprises at least one compound for inhibiting urease, of phosphoramide type, combined with an essential oil of allium preferably originating from allium sativum. this composition may be used in combination with a urea-based fertilizer for the manufacture of fertilizing compositions.."
Examiner 14,"multi-fluidized bed water-gas shift reactor using syngas and production of hydrogen using the same. a multi-fluidized bed water-gas shift reactor wherein a specific syngas containing a high concentration of carbon monoxide produced by gasification of a heavy carbon source such as coal, vacuum residue, glycerin, etc., is in contact with water under a catalyst so as to produce hydrogen and, in addition, a method for production of hydrogen using the foregoing reactor are disclosed. in other words, the disclosure describes a multi-fluidized bed water-gas shift reactor containing low and high temperature catalysts as well as steam and a method for production of hydrogen using the same, wherein 30 to 70% carbon monoxide in the syngas as a gas mixture containing hydrogen, carbon monoxide, carbon dioxide, hydrogen sulfide, hydrogen monoxide, and the like, which are generated through partial oxidation and vapor gasification at 900 to 1,600° c., may be favorably converted into hydrogen without mixing both of the catalysts.."
Examiner 14,"hydrogen odorants and odorant selection method. the present invention provides a method for evaluating the properties of hydrogen to improve the safety of hydrogen fuel, and provides a method for selecting proper odorants for hydrogen. odorized hydrogen containing suitable odorants in appropriate concentrations with hydrogen are also provided.."
Examiner 14,"process for revamping an ammonia plant with nitrogen-based washing of a purge stream. a process and a plant for producing ammonia, where an asu (3) delivers an oxygen stream and a nitrogen stream; the oxygen stream (9) is fed to the secondary reformer of a front-end reforming section (1); the nitrogen stream (10) is used to wash a purge gas or tail gas taken from the synthesis loop (2), preferably in a cryogenic section; a methane-free and inert-free gas stream is recovered and recycled to the synthesis loop (2) or at the suction of the main syngas compressor, to recover the hydrogen contained therein. a corresponding method for increasing the capacity of an ammonia plant, by providing the asu and feeding the oxygen stream to the secondary reformer and the nitrogen stream to a suitable purge gas recovery unit.."
Examiner 14,"methods and apparatus for solid carbonaceous materials synthesis gas generation. methods and apparatus may permit the generation of consistent output synthesis gas from highly variable input feedstock solids carbonaceous materials. a stoichiometric objectivistic chemic environment may be established to stoichiometrically control carbon content in a solid carbonaceous materials gasifier system. processing of carbonaceous materials may include dominative pyrolytic decomposition and multiple coil carbonaceous reformation. dynamically adjustable process determinative parameters may be utilized to refine processing, including process utilization of negatively electrostatically enhanced water species, process utilization of flue gas (9), and adjustment of process flow rate characteristics. recycling may be employed for internal reuse of process materials, including recycled negatively electrostatically enhanced water species, recycled flue gas (9), and recycled contaminants. synthesis gas generation may involve predetermining a desired synthesis gas for output and creating high yields of such a predetermined desired synthesis gas.."
Examiner 14,"anhydrous ammonia supplemented with agricultural actives. methods of formulating agriculturally useful compositions are provided wherein the compositions comprise individual quantities of anhydrous ammonia, ammonia solution, and one or more agricultural actives different than anhydrous ammonia. the compositions may include polyanionic polymers, fertilizers, and/or biocidal agents. preferably, the compositions are created in pressurized tanks and are applied in the same fashion as anhydrous ammonia.."
Examiner 14,"method and system for agricultural fertigation. an agricultural fertigation method includes the continuous charging of crop-quality-enhancer-feedstock comprised of one or more crop-quality enhancers (fertilizers, soil amendments and the like) to an irrigation system upstream of the agricultural field being irrigated. the crop-quality-enhancer-feedstock is diluted upon so charging to a level within the system solubility limits and the stream of flowing irrigation water dampens the resultant dissolution exotherm. a system wherein crop-quality enhancers are efficiently continuously fed to the irrigation system main line or a side-arm mixing chamber efficiently implements the method.."
Examiner 14,"process for treating sludge and manufacturing bioorganically-augmented high nitrogen-containing inorganic fertilizer. the invention describes a new method for treating sludge, which can result in the production of high nitrogen organically-augmented inorganic fertilizer that incorporates municipal sludges or biosolids or organic sludges that can compete with traditional fertilizers such as ammonium phosphate, ammonium sulfate and urea on the commodity fertilizer marketplace. the method takes advantage of the thixotropic property of dewatered biosolids or organic sludge to create a pumpable paste-like material from the biosolids or organic sludge that is then treated with an oxidizer to reduce odorant effects and an acid. this mix is then interacted with concentrated sulfuric and or phosphoric acids and an ammonia source or alternatively a hot or molten melt or salt of ammonium sulfate/phosphate to form a fertilizer mix. the present invention controls the heat, atmospheric pressure and retention time of the fertilizer mix in the reaction vessel. when a fertilizer melt is formed ammoniation is subsequently completed by the specific use of vaporized ammonia. the invention can also be an add-on to commercial production of ammonium salts. the fertilizer produced by the present invention contains more than 8 wt. % nitrogen and preferably 15 wt. % nitrogen. the invention is oriented to be tailored to the biosolids production for individual municipal waste treatment plants in order to keep the fertilizer manufacturing plants of the present invention small with a minimization of logistics and liability.."
Examiner 14,"method for producing difluorophosphate, nonaqueous electrolyte solution for secondary battery and nonaqueous electrolyte secondary battery. the present invention provides a simple method for producing a difluorophosphate from a source material, the difluorophosphate being useful as additives for nonaqueous electrolyte solutions for secondary batteries. in the method, a source material containing a carbonate and/or a borate is allowed to react with a source gas which contains p and f and which may further contain o as required. the source material may contain lithium carbonate. the source gas may be produced by decomposing lipf6. the source gas may be produced in such a manner that lipf6 and lithium carbonate are mixed and then subjected to reaction. the nonaqueous electrolyte solution contains the product obtained from the reaction.."
Examiner 14,"particlized biotic soil amendment. a particlized biotic soil amendment product for preparing a damaged or degraded soil ecosystem to establish a self-sustaining floral/vegetative rhizosphere contains a mixture of inorganic “mineral” material, organic material, charcoal, and small amounts of inoculants to promote the growth of beneficial microorganisms including mycorrhizal fungi and nitrogen-fixing bacteria. these ingredients are prilled to form roughly uniform, spherical, ovoid, capsular or other-shaped particles suitable for handling with prior-art agricultural machines. the prilling should produce particles that are resilient enough to survive standard shipping, handling and application procedures, but thereafter break down under irrigation and weathering so as to release their ingredients for use by plants in the vicinity.."
Examiner 14,"efficient phosphate group fertilizers. an efficient phosphate fertilizer composition is provided, comprising organic material such as lignite treated with ammonia and phosphoric acid in various proportions to derive direct phosphate fertilizer or ammoniated phosphate.."
Examiner 14,"methods for processing human waste. methods are provided for processing municipal human waste such that the processed material is is greater than 99% free of pathogenic organisms. the processed material can be used as an organic fertilizer or a “class a” organic fertilizer. the methods include reducing the moisture content of human sludge free of polymeric flocculant to less than about 30% moisture and processing the sludge through an extruder under conditions having a minimum temperature of about 140° c., a residence time of about 30 seconds, and an atmospheric pressure differential of about 40 atmospheres. the methods are economical and have numerous advantages including reduced use of fossil fuel, fast processing time, and production of an odor free organic fertilizer free of many land use restrictions.."
Examiner 14,"titanium-containing formulation and method of preparation of titanium-containing formulation. a titanium-containing formulation contains complexes of titanium salts with an ascorbic acid and a citric acid, a preservative agent, and water-soluble sulfates of metals absorbable by plants, and optionally additional plant nutrients, in particular nitrogen and potassium. the titanium-containing formulation is a product of titanium complexation reaction of titanyl sulfate with a mixture of ascorbic acid and citric acid in aqueous environment alkalized with magnesium hydroxide in presence of acetic acid, at a mass ratio of magnesium, calculated as mgo, to titanium amounting from 1:1 to 20:1. furthermore, in the titanium-containing formulation a mass ratio of the ascorbic acid to the citric acid amounts from 5:1 to 3:5, a mass ratio of the ascorbic acid to titanium amounts from 7:2 to 10:1, and a mass ratio of the magnesium hydroxide, calculated as mgo, to the acetic acid, calculated as 100% of the acetic acid, amounts from 8:1 to 3:5.."
Examiner 14,"bioactive nutrient fortified fertilizers and related methods. a fertilizer and method of making a fertilizer that include bioactivated nutrients derived from immobile/less mobile elements. the immobile/less elements are made available to plants by the action of element mobilizing microorganisms, which are isolated, cultured, and combined with organic material and sources of the immobile element.."
Examiner 14,water-dispersible pellets. a water-dispersible particle for delivery of fertilizer to a plant is disclosed. after delivery wetting of the particles causes particle dispersion so as to prevent secondary pick up to the particles. methods for making and using the water-dispersible particle are described..
Examiner 14,"environment-friendly carbon-nano synergistic complex fertilizers. the present invention relates to environment-friendly, synergistic carbon-nano complex fertilizers comprising carbon-containing-fertilizer. the complex fertilizers comprise carbon nanomaterials, which have the particle size in a range from 5 nm to 200 nm and particularly 5 nm to 100 nm, and optional ammonia stabilizer or nitric acid reductase inhibitor. the weight ratio of the carbonic fertilizer and the carbon nanomaterials is in a range from 100:0.1 to 100:1. the weight ratio of the carbon-containing-fertilizer and the ammonia stabilizer or nitric acid reductase inhibitor is in a range from 100:0.1 to 100:1. said carbon-containing-fertilizer is ammonium bicarbonate, urea, or a combination thereof. the complex fertilizers show synergistic emission reduction. the present invention also relates to compound fertilizers, which comprise said complex fertilizer and organic fertilizer.."
Examiner 14,"composition of a magnesium sulphate-urea compound. the present invention relates to compositions containing at least 80% by weight, especially at least 90% by weight, based on the total weight of the composition, of at least one magnesium sulfate-urea compound selected from the compound of the formula (i) and mixtures of the compound of the formula (i) with the compound of the formula (ii): [mgso4.mco(nh2)2.nh2o] (i), [mgso4.xco(nh2)2.yh2o] (ii), in which m and x are each in the range from 0.9 to 1.1, n is in the range from 1.9 to 2.1 and y is in the range from 2.9 to 3.1, where the compositions, based on the total weight of the composition, contain less than 10% by weight of free mgso4 in the form of the anhydrate or in the form of hydrates of magnesium sulfate and less than 10% by weight of unbound urea. the invention also relates to the production of the compositions and to the use thereof as fertilizers or fertilizer additive.."
Examiner 14,process for preventing polymerization of cracked volatile products during pyrolysis and gasification. the present invention is directed towards a process of preparing a catalyzed carbonaceous material and preventing polymerization of cracked volatile products during pyrolysis or gasification of carbonaceous materials..
Examiner 14,continuous process for manufacturing a neutral granular p/k fertilizer. the invention provides a continuous process for manufacturing an essentially neutral phosphorus/potassium rich fertilizer from basic chemical commodities. the fertilizer is a freely-flowing particulate solid..
Examiner 14,"hydrogen generator. hydrogen generation materials are a complex hydride which generates hydrogen upon hydrolysis, and an aqueous solution comprising water for causing the hydrolysis, and an accelerator dissolved therein for accelerating a hydrogen generation reaction. a method of hydrogen generation by a hydrogen generator comprises a first step s1 of detecting that the internal pressure of a reactor is lower than a reference pressure, and supplying the aqueous accelerator solution to the reactor; a second step s2 of dissolving the complex hydride in the aqueous accelerator solution to cause a hydrogen generation reaction; and a third step s3 of detecting that the internal pressure of the reactor is higher than the reference pressure, and stopping the supply of the aqueous accelerator solution, and repeats the flow from the first step s1 to the third step s3.."
Examiner 14,"apparatus for and method of producing hydrogen using microwaves. an apparatus for producing hydrogen by microwave includes a microwave heater, a reaction tube comprising a catalyst bed, a cap, an output unit and a microwave control box. a method of producing hydrogen using microwaves has steps of feeding gas and liquid, vaporizing the liquid to from a mixed gas and heating the mixed gas. a liquid and a gas are selected at predetermined ratios to form the mixed gas that reacts on the catalyst bed to from hydrogen. microwaves allow the apparatus to be ready for production quicker and reduce space required by the apparatus. heating the liquid and gas using microwaves is fast so has a good energy efficiency.."
Examiner 14,"soapstock treatment apparatus, soapstock treatment method, and method for manufacturing fertilizer derived from soapstock. disclosed is a soapstock treatment apparatus which can treat a soapstock produced during a plant oil production process within a short period and with a high degree of efficiency. as shown in fig. 1, the soapstock treatment apparatus includes a reactor 20 configured to oxidatively decompose a soapstock, an electric heating coil 23 configured to heat water in the reactor 20 at 650° c. which is not less than the critical temperature of water, a high-pressure pump 13 configured to pressurize the water in the reactor 20 at 17 mpa which is less than the critical pressure of water, and a compressor 33 configured to pressurize the water in the reactor 20 at 17 mpa which is less than the critical pressure of water. also, an exhaust pipe 41 for discharging a reaction gas generated by the oxidative decomposition treatment and a waste pipe 51 for discharging a solid (inorganic) residue generated by the oxidative decomposition treatment are connected to the reactor 20. furthermore, a gas-liquid separator 44 for separating the reaction gas into a gas substance and a liquid substance are connected.."
Examiner 14,"fertilizing compound for increasing the calcium content of plants and improving the preservation thereof. the invention relates to a fertilizing compound for application to plants and crops, especially fruits, intended for increasing the amount of calcium and subsequently improving the state of health of the plants and the preservation thereof after harvesting. the compound consists of a combination of components such as calcium nitrate, calcium lignosulfonate, organic acids, menadione sodium bisulphite, amino acids and water. the compound is in the form of a liquid preparation, packed in containers of between 20 and 1000 liters, is water-soluble and is applied by fertigation, spraying or in a localized form by border irrigation.."
Examiner 14,"microorganisms and their use in agriculture. a strain of gluconacetobacter diazotrophicus (gd) characterised by the presence of at least one nucleic acid sequence selected from seq id nos 1-10 or variants or paralogues thereof and/or the presence of a single plasmid of about 17566 bp in size. such strains, exemplified by imi504853, are useful in agriculture, in particular as they are able to colonise plants intracellularly.."
Examiner 14,"biochars for use with animals. biochars and methods for treating biochars are provided that are useful in various applications, including, but not limited to, applications related to the raising, care, maintenance, disease prevention, disease treatment and odor control of animals.."
Examiner 14,"foliar nutrient compositions. a liquid foliar nutrient composition comprising oil, essential element(s) and optionally, a surfactant to enable a stable useable dispersion of the oil and the essential element(s) to be formed.."
Examiner 14,"fertilizer compositions and methods of using. provided are various embodiments of a fertilizer composition. the fertilizer compositions include one or more compounds having a high nitrogen content, which may be measured by a carbon to nitrogen atom ratio. also provided are methods for increasing nitrogen content in soil, promoting crop production and fertilizing.."
Examiner 14,"urea-based fertilizer composition and a process thereof. a urea-based slow-release fertilizer composition comprising an alkaline oil component and a urea component, wherein, the alkaline oil component is coated on the urea component, such that the ratio of the alkaline oil component to the urea component is in the range of 0.01:100 to 0.1:100. the fertilizer is cost-effective, easy-to-use, and its quality is maintained during storage and transport.."
Examiner 14,"methods to convert mealworm castings to fertilizer. methods to convert the light and powdery mealworm castings into a suitable fertilizer product are disclosed. the methods can include saturating the mealworm castings using an infusion process with a liquid such as water until an elevated temperature is reached. the mealworm castings can be replenished and the infusion process can be repeated until the targeted n-p-k rating is achieved. the saturated mealworm castings or mealworm cake can be dried and formed into fertilizer pellets or into a granular soil-like product. in some examples, a binding agent such as dried mashed potato extract can be added to the saturated mealworm castings. in some examples, the fertilizer excludes artificially produced chemicals, hormones, antibiotics, and steroids. in some examples, the fertilizer has an n-p-k rating of 4-3-2. in some examples, the mealworm castings are produced by mealworms fed wheat bran and raw carrots.."
Examiner 14,"compositions and methods of treating animal manure. disclosed are manure amendment compositions containing a dry or liquid mixture of (1) alum mud and at least one member selected from the group consisting of acid (e.g., sulfuric), bauxite, and mixtures thereof, or (2) bauxite and at least one member selected from the group consisting of acid (e.g., sulfuric), alum mud, and mixtures thereof, which when added to animal manure will form a treated manure product having improved environmental, health and/or animal performance. also disclosed are various methods of using the manure amendment composition.."
Examiner 14,"pollutant emission control sorbents and methods of manufacture and use. sorbents for removal of mercury and other pollutants from gas streams, such as a flue gas stream from coal-fired utility plants, and methods for their manufacture and use are disclosed. embodiments include brominated sorbent substrate particles having a carbon content of less than about 10%. other embodiments include one or more oxidatively active halides of a nonoxidative metal dispersed on sorbent substrate particles mixed with activated carbon in an amount up to 30% by weight. further embodiments include physical blending of a flow modifier into the sorbent composition.."
Examiner 14,"granular fertilizers comprising macronutrients and micronutrients, and processes for manufacture thereof. novel granular fertilizers and methods of making those fertilizers are provided. the method utilized involves recycling streams, including one that provides water having dissolved solids therein, with that water being used during the mixing and granulation process. this method results in a low-moisture, hard, substantially spherical granule, which can include any number of macronutrients and/or micronutrients. advantageously, the granular fertilizer can be applied to the soil around plants to supply those plants with the necessary nutrients.."
Examiner 14,"hydrogen production. a method is described for producing a hydrogen-containing gas mixture from a suitable hydrocarbon-containing feed gas in a reformer, wherein at least part of the feed gas is diverted before it enters the reformer and is supplied to at least one secondary reformer, and wherein the feed gas is contacted with a nanostructured catalyst in the secondary reformer and the substantially co and co2 -free exhaust gases of the secondary reformer are either combined with the hydrogen-containing gas mixture which escapes the reformer or introduced into the reformer. furthermore there is described the use of this method for producing high quality soots, nanoonions, nanohorns, nanofibers and/or nanotubes which adhere to the catalyst, and a device for producing a hydrogen-containing gas mixture from a suitable feed gas in a reformer which comprises a supply line with a super-heated-vapor line joining said supply line, and a discharge line.."
Examiner 14,"method for storage and release of hydrogen. the invention provides a process for the production of hydrogen, comprising catalytically decomposing a concentrated aqueous solution of potassium formate in a reaction vessel to form bicarbonate slurry and hydrogen, discharging the hydrogen from said reaction vessel, and treating a mixture comprising the bicarbonate slurry and the catalyst with an oxidizer, thereby regenerating the catalyst. pd/c catalysts useful in the process are also described.."
Examiner 14,"pelletized spent lime and process of making same from wastewater treatment residue. water-dispersible pellets are provided that includes spent lime particles present from 80 to 99.5 total weight percent. a binder component is also present from 20 to 0.5 total weight percent. the pellets have a mean pellet domain size. the spent lime particles, and the binder component present in a form such that contact with water causes pellet dispersion into more than 100 pieces. a process of forming spent lime pellets is also provided that include spent lime being dewatered to a free-flowing powder. a binder is then added under conditions to induce agglomeration of the free-flowing powder to the form the pellets. a process of treating a target crop is also provided based on such pellets.."
Examiner 14,method for the formation of doped boron. a chemically doped boron coating is applied by chemical vapor deposition to a silicon carbide fiber and the coated fiber then is exposed to magnesium vapor to convert the doped boron to doped magnesium diboride and a resultant superconductor..
Examiner 14,"process for manufacturing liquid and solid organic fertilizer from animal manure. processes for manufacturing organic fertilizer products, such as liquid and solid organic fertilizer, from animal manure are disclosed, together with the fertilizer products produced therefrom.."
Examiner 14,"process and burner for hydrocarbon partial oxidation. a hydrocarbon partial oxidation process for obtaining gaseous mixtures comprising hydrogen and carbon monoxide is carried out through a burner (10) comprising a mixing chamber (12) that has an inner side wall (12a) extending between at least one inlet opening (23, 23a) and an outlet opening (24), independent gaseous flows of hydrocarbons and oxygen, respectively, being continuously fed into said mixing chamber (12) to form a gaseous mixture advancing towards said outlet opening (24) to be fed into a combustion chamber (14) of the gaseous mixture itself, into said mixing chamber (12) and substantially in contact with the inner side wall (12a) thereof, a flow of an inert fluid is also fed in equicurrent to said gaseous mixture, with formation of a respective annular flow of inert fluid, enveloping said gaseous mixture from which it is substantially separated by a respective inner limit layer, said annular flow of inert fluid having, at said limit layer, an advancing speed at least equal to the speed of propagation of the flame in said gaseous mixture.."
Examiner 14,"system for coatings for granular materials. a coating is applied in one or more layers on a granular material, such as a granular fertilizer material or the like. the coating may include a diisocyanate in either pure form or partially polymerized form, a polyol or polyol mix, and optionally a wax. the polyol or polyol mix may be, for example, a polyester polyol, a polyether polyol, or combinations thereof. in some examples, the polyol or polyol mix may be an aliphatic glycerine initiated polyether polyol, an aliphatic amine initiated trifunctional polyol, castor oil or castor oil derivative, or ethylene diamine that has been propoxylated or ethoxylated, and combinations thereof. the coating is reacted on the granular material.."
Examiner 14,"process to prepare a hydrogen rich gas mixture. process to prepare a hydrogen rich gas mixture from a halogen containing gas mixture comprising hydrogen and at least 50 vol. % carbon monoxide, on a dry basis, by contacting the halogen containing gas mixture with water having a temperature of between 150 and 250° c. to obtain a gas mixture poor in halogen and having a steam to carbon monoxide molar ratio of between 0.2:1 and 0.9:1 and subjecting said gas mixture poor in halogen to a water gas shift reaction wherein part or all of the carbon monoxide is converted with the steam to hydrogen and carbon dioxide in the presence of a catalyst as present in one fixed bed reactor or in a series of more than one fixed bed reactors and wherein the temperature of the gas mixture as it enters the reactor or reactors is between 190 and 230° c.."
Examiner 14,"process for the preparation of hydrogen and carbon monoxide containing gas. process for the preparation of hydrogen and carbon monoxide containing gas from a gaseous carbonaceous feedstock by performing the following steps: (a) auto-thermal reforming of a gaseous feedstock thereby obtaining a first gaseous mixture of hydrogen and carbon monoxide, (b) catalytic steam reforming of the gaseous carbonaceous feedstock to obtain a second gaseous mixture of hydrogen and carbon monoxide by feeding steam and the gaseous carbonaceous feedstock through a first set of numerous microchannels provided with a steam reforming catalyst and feeding the first gaseous mixture of hydrogen and carbon monoxide through a second set of numerous microchannels, wherein the first and second set of microchannels are oriented such that the required heat for the steam reforming reaction in the first set of microchannels is provided by convective heat exchange from the second set of microchannels, thereby obtaining the hydrogen and carbon monoxide containing gas as the effluent of the second set of microchannels.."
Examiner 14,"cesium borosilicate compound, nonlinear optical crystal of cesium borosilicate, and preparation method therefor and use thereof. the present invention relates to a cesium borosilicate compound, a nonlinear optical crystal of cesium borosilicate, and a preparation method therefor and a use thereof. the cesium borosilicate compound has a chemical formula of cs2b4sio9 and a molecular weight of 481.15, and is prepared using a solid phase method. the nonlinear optical crystal of the cesium borosilicate compound has a chemical formula of cs2b4sio9 and a molecular weight of 481.15, does not have a center of symmetry, belongs to the tetragonal system with space group i4 and unit-cell parameters a=6.731(3) ?, c=9.871(9) ? and v=447.2(5) ?3, and has a wide transmittance range. the shortest ultraviolet cutoff edge is smaller than 190 nm, the frequency doubling effect of the crystal is 4.6 kdp, and the crystal is grown by a high-temperature solution spontaneous crystallization method and a flux method. the crystal has advantages of high growth rate, being transparent and inclusion free, low cost having a wide transmittance range, high hardness, good mechanical property, being crack resistant and not prone to deliquescence, being easy to process and store, and the like. the crystal is widely applied to manufacturing of nonlinear optical devices such as frequency doubling generators, frequency up-converters, frequency down-converters or optical parametric oscillators.."
Examiner 14,"method and system for agricultural fertigation. an agricultural fertigation method includes the continuous in situ manufacture of one or more fertilizers within the irrigation system upstream of the agricultural field being irrigated. co-reactant raw materials, namely sulfuric acid, phosphoric acid, nitric acid, potassium hydroxide, urea, ammonium hydroxide, ammonia, calcium nitrate and/or magnesium nitrate, are intermixed with each other and with the stream of the flowing irrigation water. the stream of flowing irrigation water dampens the resultant dissolution and reaction exotherms. a system wherein raw materials are efficiently continuously fed to the irrigation system main line or a side-arm reactor efficiently implements the method.."
Examiner 14,"organo-mineral soil amendment. a soil amendment comprising compost and between about 5% and about 30% by weight of an agricultural liming material, wherein at least about 50% of said liming material has an average particle size of about 65 microns or less is described. methods for using and manufacturing this soil amendment are also described.."
Examiner 14,"process for producing a fuel from lignocellulosic feedstock. the present invention relates to a method for producing a composition for use in land application. the method comprises: (a) obtaining a fermentation product by a production process comprising the steps of: (i) treating lignocellulosic feedstock to produce sugar; (ii) fermenting the sugar to produce a fermented mixture comprising the fermentation product; and (iii) recovering the fermentation product from the fermented mixture in one or more stages to produce a concentrated fermentation product and still bottoms; and (b) recovering the still bottoms, the still bottoms comprising organic and inorganic components; and (c) providing the still bottoms for use in a land application. also provided is a soil conditioning composition for use in land application. the soil conditioning composition contains still bottoms and optionally other components.."
Examiner 14,"process, apparatus and system for treatment of animal effluent. a process of preparing a microbe digested liquid plant nutrient containing metabolites, amino acids and polypeptides, comprising the steps of partial composting of animal effluent solids; adding the partially composted animal effluent to a vessel containing water and held in suspension; the aqueous dispersion is thoroughly aerated for up to 4 days. solids and liquids are subsequently removed from the metabolic reactor, separated and used as plant nutrients.."
Examiner 14,"system and method for renewable resource production, for example, hydrogen production by microbial, electrolysis, fermentation, and/or photosynthesis. system and method for sustainable economic development which includes hydrogen extracted from substances, for example, sea water, industrial waste water, agricultural waste water, sewage, and landfill waste water. the hydrogen extraction is accomplished by thermal dissociation, electrical dissociation, optical dissociation, and magnetic dissociation. the hydrogen extraction further includes operation in conjunction with energy addition from renewable resources, for example, solar, wind, moving water, geothermal, or biomass resources.."
Examiner 14,"electrode composite material of lithium ion battery, method for making the same, and lithium ion battery using the same. an electrode composite material includes an individual electrode active material particle and a protective film coated on a surface of the particle. a composition of the protective film is at least one of alxmypo4 and alxmy(po3)3, m represents at least one chemical element selected from the group consisting of cr, zn, mg, zr, mo, v, nb, and ta, and a valence of m is represented by k, wherein 0<x<1, 0<y<1, and 3x+ky=3.."
Examiner 14,"method for treatment of distillation waste from starchy materials. there is provided a method for highly treating distillation waste generated in the process of separating a distilled alcoholic material after alcoholic fermentation of starchy materials. the method includes the steps of adding sodium polyacrylate to the distillation waste from the starchy materials, then adding chitosan to treat the distillation waste, and further adding sodium polyacrylate to the waste. furthermore, solid-liquid separation is then carried out. a liquid material thus separated is brought into contact with a reverse osmosis membrane.."
Examiner 14,biofertilizer for treatment to improve growth of turf grass and method of developing the biofertilizer. biofertilizers have been identified as an alternative to chemical fertilization to increase soil fertility and crop production using sustainable farming. treatment is with at least a proprietary formulation of a nitrogen-fixing consortium and azospirillum brasilense. the application of biofertilizers resulted in higher biomass compared to chemical fertilizer treatment. chlorophyll and nitrogen levels in these grass plants are also likely to be improved..
Examiner 14,"method for treating animal waste and other waste streams. a composition of one or more farm animal waste streams is made by bio-digesting the stream and then granulizing it, the granulized product being in a range of 0.1 to 0.5 inches in diameter and having a moisture content no greater than 15% or, more preferably, no greater than 7%. the method for making the composition includes the steps of (i) processing the farm animal waste stream in a bio-digester and (ii) granulizing the bio-digested farm animal waste stream. the bio-digester is preferably at a high temperature in a range of 160° to 180° f. the bio-digested farm animal waste stream can be mixed with a binding material such as coal-ash, sawdust, or an equivalent. the composition can then be applied sub-surface using a box or air seeder.."
Examiner 14,"method for manufacturing an ammonium phosphate fertilizer having low cadmium content. the invention relates to a method for manufacturing an ammonium phosphate fertilizer from a phosphoric acid aqueous solution that has less than 50% p2o5 concentration and is obtained by wet phosphate ore treatment, said phosphoric acid containing traces of cadmium, comprising the following steps: (a) neutralizing said phosphoric acid solution (1) with ammonia (3) up to a molar ratio n/p of between 0.1 and 0.8, (b) reacting said partially neutralized solution (4) with a sulfide source (6) so as to form a cadmium sulfide precipitate (9), (c) separating said precipitate (9) so as to obtain a refined ammoniated phosphoric acid solution (10), (d) ammoniating and granulating said refined solution (10) so as to form said fertilizer (12).."
